"angle","species","specimenId","mimicType","imageabletype","imageableid","created_at","updated_at","id","kingdom","phylum","class","order","family","genus","taxonRank","scientificName","scientificNameAuthorship","vernacularName","description","individualCount","bodylength","sex","lifeStage","form","notes","idconfidence","other","ref","disposition","numphotos","Ant.mimic.","Sex","Notes","Done.","accuracy"
"Dorsal","Daerlac apicalis","804","mimic","Specimen",804,"2017-08-13 04:33:45 UTC","2017-08-13 04:33:47 UTC",804,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac apicalis","(Distant, 1904)","","",1,5.7,"","","","Pickled in 70% ethanol, 12-Jul-2017.","","Ant mimic bug","","In collection",9,NA,NA,NA,NA,0.742934753882353
"Dorsal","Myrmarachne bicolor","810","mimic","Specimen",810,"2017-08-17 18:08:38 UTC","2017-08-17 18:08:41 UTC",810,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne bicolor","(L. Koch, 1879)","","Golden bum ant mimicking jumper",1,5.8,"","","","Pickled in 70% ethanol, 12-Jul-2017.","1","Ant-mimic spider","","Michael Kelly",10,NA,NA,NA,NA,0.740673530109891
"Dorsal","Rhombonotus sp2","813","mimic","Specimen",813,"2017-08-13 14:42:17 UTC","2017-08-13 14:43:13 UTC",813,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp2","","","Small black ant mimicking jumper, thick front legs",1,4,"","juvenile","","Possible model is sympatric specimen 814.
Pickled in 70% ethanol, 12-Jul-2017.","Aus Mus tentative","Ant-mimic spider","AA.1403","Aus Mus",12,NA,NA,NA,NA,0.77046470676975
"Dorsal","Rhombonotus sp2","815","mimic","Specimen",815,"2017-08-13 15:29:23 UTC","2017-08-13 15:29:57 UTC",815,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp2","","","Small black ant mimicking jumper, thick front legs",1,3.9,"","","","Possible model is sympatric specimen 814.
Pickled in 70% ethanol, date unknown.","Aus Mus tentative","Ant-mimic spider","AA.1403","Aus Mus",13,NA,NA,NA,NA,0.746176036081525
"Dorsal","Judalana lutea","817","mimic","Specimen",817,"2017-07-15 06:42:11 UTC","2017-07-15 06:42:15 UTC",817,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Judalana","Species","Judalana lutea","(Rix, 1999)","","Strobe ant mimic",1,3.5,"Male","","","Pickled in 70% ethanol, 12-Jul-2017.","","Ant-mimic spider","","Michael Kelly",11,NA,NA,NA,NA,0.772305974866261
"Dorsal","Myrmarachne juvenile","818","mimic","Specimen",818,"2017-08-09 03:28:22 UTC","2017-08-09 03:28:25 UTC",818,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne juvenile","","","Small black ant mimicking jumper",1,2.3,"","Juvenile","","Body disintegrated after death","","Ant-mimic spider","","Lost",10,NA,NA,NA,NA,0.833864574970187
"Dorsal","Myrmarachne juvenile","822","mimic","Specimen",822,"2017-08-09 03:32:06 UTC","2017-08-09 03:32:08 UTC",822,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne juvenile","","","Small black ant mimic jumper",1,2.6,"","Juvenile","","Pickled in 70% ethanol, 12-Jul-2017.","Aus Mus tentative","Ant-mimic spider","AA.1406","Aus Mus",9,NA,NA,NA,NA,0.79585573741276
"Dorsal","Myrmarachne erythrocephala","824","mimic","Specimen",824,"2017-08-09 03:36:44 UTC","2017-08-09 03:36:46 UTC",824,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Small black ant mimic jumper",1,4.9,"Male","adult","Forma ornata","Juvenile? Pickled in 70% ethanol, 12-Jul-2017.","Aus Mus","Ant-mimic spider","KS.129728","Aus Mus",9,NA,NA,NA,NA,0.753717035071355
"Dorsal","Myrmarachne macleayana","826","mimic","Specimen",826,"2017-06-24 23:28:41 UTC","2017-06-24 23:28:47 UTC",826,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne macleayana","(Bradley, 1876)","","Small shiny black ant mimicking jumper",1,4.1,"","","Forma robsoni","Pickled in 70% ethanol, 12-Jul-2017.","","Ant-mimic spider","","Michael Kelly",19,NA,NA,NA,NA,0.770963172552691
"Dorsal","Myrmarachne macleayana","827","mimic","Specimen",827,"2017-08-14 15:44:49 UTC","2017-08-14 15:44:53 UTC",827,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne macleayana","(Bradley, 1876)","","Shiny black ant mimicking jumper",1,5.3,"","","Forma robsoni","Injured and died during collecting.
Pickled in 70% ethanol, 12-Jul-2017.","","Ant-mimic spider","","Michael Kelly",5,NA,NA,NA,NA,0.643207329187228
"Dorsal","Polyrhachis monteithi","829","model","Specimen",829,"2017-06-24 23:53:09 UTC","2017-06-24 23:53:11 UTC",829,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis monteithi","(Kohout, 2006)","","Shiny black ant, red legs",1,5.9,"","","","Pickled in 70% ethanol, date unknown.","","","","In collection",10,NA,NA,NA,NA,0.823208414606211
"Dorsal","Rhombonotus gracilis","832","mimic","Specimen",832,"2017-08-12 14:16:56 UTC","2017-08-12 14:16:59 UTC",832,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus gracilis","(Koch L., 1879)","","Shiny black ant mimicking jumper, red legs",1,2.3,"","Juvenile","","Pickled in 70% ethanol, 12-Jul-2017.","","Ant-mimic spider","","Michael Kelly",10,NA,NA,NA,NA,0.771568183602983
"Dorsal","Rhombonotus sp2","833","mimic","Specimen",833,"2017-08-14 07:09:39 UTC","2017-08-14 07:09:41 UTC",833,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp2","","","Small black ant mimicking jumper, thick front legs",1,3.9,"Female","","","Pickled in 70% ethanol, 12-Jul-2017.","Aus Mus tentative","Ant-mimic spider","KS.129732","Aus Mus",10,NA,NA,NA,NA,0.779698531268601
"Dorsal","Rhombonotus gracilis","841","mimic","Specimen",841,"2017-07-01 06:37:39 UTC","2017-07-01 06:37:41 UTC",841,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus gracilis","(Koch L., 1879)","","Shiny black ant mimicking jumper, red legs",1,3.3,"","Juvenile","","Needed encouragement for motion video","","Ant-mimic spider","","Lost",11,NA,NA,NA,NA,0.760341988014838
"Dorsal","Crematogaster sp1","842","model","Specimen",842,"2017-07-02 10:09:27 UTC","2017-07-02 10:09:30 UTC",842,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Crematogaster","Species","Crematogaster sp1","","","Small black ant",1,4.1,"","","","Pickled in 70% ethanol, 12-Jul-2017.","","","","In collection",11,NA,NA,NA,NA,0.918231696660435
"Dorsal","Formicid13 sp1","843","model","Specimen",843,"2017-07-02 09:37:47 UTC","2017-07-02 09:37:49 UTC",843,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formicid13","Species","Formicid13 sp1","","","Golden bum ant",1,5.6,"","","","Pickled in 70% ethanol, 12-Jul-2017.","","","","In collection",4,NA,NA,NA,NA,0.869247262101207
"Dorsal","Rhombonotus sp2","844","mimic","Specimen",844,"2017-07-01 07:53:00 UTC","2017-07-01 07:54:57 UTC",844,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp2","","","Shiny black ant mimicking jumper, red legs",1,3.2,"","Juvenile","","Pickled in 70% ethanol, 20-Jul-2017.","Aus Mus tentative","Ant-mimic spider","AA.1403","Aus Mus",11,NA,NA,NA,NA,0.768783449461779
"Dorsal","Rhombonotus sp2","845","mimic","Specimen",845,"2017-06-27 12:14:15 UTC","2017-06-27 12:14:17 UTC",845,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp2","","","Small black ant mimicking jumper, thick front legs",1,4.9,"Male","","","Pickled in 70% ethanol, 12-Jul-2017.","Aus Mus tentative","Ant-mimic spider","KS.129734","Aus Mus",13,NA,NA,NA,NA,0.838100619259552
"Dorsal","Rhombonotus sp2","846","mimic","Specimen",846,"2017-08-14 07:39:44 UTC","2017-08-14 07:39:48 UTC",846,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp2","","","Small black ant mimicking jumper, thick front legs",1,4.2,"Female","","","Pickled in 70% ethanol, 14-Jul-2017.","Aus Mus tentative","Ant-mimic spider","KS.129735","Aus Mus",8,NA,NA,NA,NA,0.812598344701534
"Dorsal","Rhombonotus sp2","847","mimic","Specimen",847,"2017-08-13 04:05:58 UTC","2017-08-13 04:06:01 UTC",847,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp2","","","Shiny black ant mimicking jumper, red legs",1,3.1,"","Juvenile","","Refused to walk for motion video.
Pickled in 70% ethanol, 20-Jul-2017.","Aus Mus tentative","Ant-mimic spider","AA.1403","Aus Mus",8,NA,NA,NA,NA,0.785569689065119
"Dorsal","Cosmophasis thalassina","849","non-mimic","Specimen",849,"2017-07-07 13:11:39 UTC","2017-07-07 13:11:44 UTC",849,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis thalassina","(C.L. Koch, 1846)","","Small irridescent jumper",1,3.7,"","Juvenile","","Pickled in 100% ethanol, 28-Aug-2017.
Ravi thought C. baehrae but not known from this area; need adult","Aus Mus tentative","","AA.1405","Aus Mus",10,NA,NA,NA,NA,0.594389115803913
"Dorsal","Heteroptera2 sp1","851","mimic","Specimen",851,"2017-08-16 11:11:27 UTC","2017-08-16 11:11:29 UTC",851,"Animalia","Arthropoda","Insecta","Hemiptera","","Heteroptera2","Species","Heteroptera2 sp1","","","Small black ant mimic bug",1,2.9,"","Adult","","Its wings aren't sitting in place correctly.
Pickled in 70% ethanol, 12-Jul-2017.","","Ant mimic bug","","In collection",8,NA,NA,NA,NA,0.613617423040939
"Dorsal","Rhombonotus sp3","857","mimic","Specimen",857,"2017-08-12 12:23:29 UTC","2017-08-12 12:23:33 UTC",857,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp3","","","Small black ant mimicking jumper",NA,2,"","Juvenile","","Aus Mus ID notes: Ravi's ID, HS says too young to identify 

Pickled in 70% ethanol, 12-Jul-2017.","Aus Mus tentative","Ant-mimic spider","AA.1403","Aus Mus",9,NA,NA,NA,NA,0.828524731757654
"Dorsal","Colobathristid1 sp1","884","mimic","Specimen",884,"2017-08-17 14:28:48 UTC","2017-08-17 14:28:52 UTC",884,"Animalia","Arthropoda","Insecta","Hemiptera","Colobathristidae","Colobathristid1","Species","Colobathristid1 sp1","","","Green ant mimicking bug",1,7,"","","","Colour has faded a bit. Pickled in 70% ethanol, 03-June-2017.
Presumably a mimic of Oecophylla smaragdina.","0","Ant mimic bug","","In collection",8,NA,NA,NA,NA,0.707749999052889
"Dorsal","Heteroptera2 sp1","892","mimic","Specimen",892,"2017-08-16 11:06:44 UTC","2017-08-16 11:06:46 UTC",892,"Animalia","Arthropoda","Insecta","Hemiptera","","Heteroptera2","Species","Heteroptera2 sp1","","","Small ant mimic bug",1,3.1,"","","","Pickled in 70% ethanol, 03-June-2017.","","Ant mimic bug","","In collection",8,NA,NA,NA,NA,0.552393578733606
"Dorsal","Cosmophasis thalassina","897","mimic","Specimen",897,"2017-07-08 02:43:36 UTC","2017-07-08 02:43:40 UTC",897,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis thalassina","(C.L. Koch, 1846)","","Small irridescent jumper, brown abdomen",1,3.7,"","Juvenile","","ID unknown.
Pickled in 70% ethanol, 20-Jul-2017.","","Ant-mimic spider","AA.1405","Aus Mus",8,NA,NA,NA,NA,0.670634823761198
"Dorsal","Cosmophasis thalassina","900","mimic","Specimen",900,"2017-07-08 05:00:38 UTC","2017-07-08 05:00:43 UTC",900,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis thalassina","(C.L. Koch, 1846)","","Small irridescent jumper, brown abdomen",1,4.4,"","juvenile","","Euthanised CO2, pickled in 100% ethanol, 28-Aug-2017.","","Ant-mimic spider","AA.1405","Aus Mus",7,NA,NA,NA,NA,0.530414383588674
"Dorsal","Cosmophasis thalassina","901","non-mimic","Specimen",901,"2017-07-18 11:44:06 UTC","2017-07-18 11:44:10 UTC",901,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis thalassina","(C.L. Koch, 1846)","","Small irridescent jumper, brown abdomen",1,3.9,"","","","","","","","Alive in lab",16,NA,NA,NA,NA,0.590143886280039
"Dorsal","Myrmarachne macleayana","902","mimic","Specimen",902,"2017-08-14 12:45:59 UTC","2017-08-14 12:46:03 UTC",902,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne macleayana","(Bradley, 1876)","","Golden bum ant mimicking jumper",1,6.1,"","","forma foreli","Pickled in 70% ethanol, 14-Aug-2017.","","Ant-mimic spider","","Michael Kelly",13,NA,NA,NA,NA,0.882784977282594
"Dorsal","Heteroptera2 sp1","910","mimic","Specimen",910,"2017-08-16 11:17:11 UTC","2017-08-16 11:17:13 UTC",910,"Animalia","Arthropoda","Insecta","Hemiptera","","Heteroptera2","Species","Heteroptera2 sp1","","","Small ant-like bug",1,3.1,"","","","Possibly a mimic. Pickled in 70% ethanol, 03-June-2017.","","Ant mimic bug","","In collection",4,NA,NA,NA,NA,0.545586920148343
"Dorsal","Myrmarachne juvenile","911","mimic","Specimen",911,"2017-08-18 13:56:46 UTC","2017-08-18 13:56:49 UTC",911,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne juvenile","","","Small black ant mimicking jumper",1,2.5,"","Juvenile","","Aus mus notes: Ravi's ID, HS says too young to identify.
Pickled in 70% ethanol, 11-Jul-2017.","","Ant-mimic spider","AA.1403","Aus Mus",11,NA,NA,NA,NA,0.799795187173941
"Dorsal","Cosmophasis micarioides","913","mimic","Specimen",913,"2017-07-08 05:52:45 UTC","2017-07-08 05:52:48 UTC",913,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis micarioides","(L. Koch, 1880)","","Iridescent green jumper",1,5.2,"","Adult","","First photos are juvenile, later adult. Juvenile body length was 4.8.","","Ant-mimic spider","","Lizzy Lowe",15,NA,NA,NA,NA,0.517541940348605
"Dorsal","Myrmarachne macleayana","914","mimic","Specimen",914,"2017-08-14 14:21:44 UTC","2017-08-14 14:21:48 UTC",914,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne macleayana","(Bradley, 1876)","","Small black ant mimicking jumper",NA,3.5,"","","Forma robsoni","Very ant-like in life.
Pickled in 70% ethanol, 21-Aug-2017.","","Ant-mimic spider","","Michael Kelly",10,NA,NA,NA,NA,0.875527614545385
"Dorsal","Heteroptera2 sp1","915","mimic","Specimen",915,"2017-08-16 11:15:27 UTC","2017-08-16 11:15:29 UTC",915,"Animalia","Arthropoda","Insecta","Hemiptera","","Heteroptera2","Species","Heteroptera2 sp1","","","Small ant-like bug",NA,3.1,"","","","Pickled in 70% ethanol, 03-June-2017.","","Ant mimic bug","","In collection",4,NA,NA,NA,NA,0.500532334453048
"Dorsal","Cosmophasis baehrae","919","non-mimic","Specimen",919,"2017-07-19 14:40:16 UTC","2017-07-19 14:40:18 UTC",919,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis baehrae","(Zabka & Waldock, 2012)","","Small irridescent jumper",1,4.1,"","","","Euthanised CO2, pickled in 100% ethanol, 28-Aug-2017.
Juveniles look like small black ants","0","","","Michael Kelly",10,NA,NA,NA,NA,0.551994541918712
"Dorsal","Judalana lutea","920","mimic","Specimen",920,"2017-07-15 03:55:25 UTC","2017-07-15 03:55:30 UTC",920,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Judalana","Species","Judalana lutea","(Rix, 1999)","","Strobe ant mimic",1,3.4,"Female","juvenile","","Aus mus notes: probably Judalan sp. - colour pattern matches; but adult male needed to be sure.
Pickled in 70% ethanol, 20-Jul-2017.
","","Ant-mimic spider","AA.1403","Aus Mus",9,NA,NA,NA,NA,0.740897084125655
"Dorsal","Judalana lutea","921","mimic","Specimen",921,"2017-07-15 04:11:43 UTC","2017-07-15 04:11:45 UTC",921,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Judalana","Species","Judalana lutea","(Rix, 1999)","","",1,3,"Female","","","Aus mus notes: probably Judalana or Rhombonotus.
Pickled in 70% ethanol, 05-July-2017. Sue thinks this looks like a bee - Dorsal - color & shape; Lateral - body bands/segments","","Ant-mimic spider","AA.1403","Aus Mus",8,NA,NA,NA,NA,0.637630923739615
"Dorsal","Salticid17 sp1","925","mimic","Specimen",925,"2017-07-05 14:45:06 UTC","2017-07-05 23:01:54 UTC",925,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Salticid17","Species","Salticid17 sp1","","","Small black ant mimicking jumper",1,2.5,"","Juvenile","","Aus mus notes: Fissident juvenile, cannot go further.
Constantly on the move, like an ant. Possibly a juvenile Ligonipes?
Pickled in 70% ethanol, 11-Jul-2017.","","Ant-mimic spider","AA.1403","Aus Mus",11,NA,NA,NA,NA,0.749946793383304
"Dorsal","Salticid18 sp1","926","non-mimic","Specimen",926,"2017-07-06 07:36:06 UTC","2017-07-06 07:36:11 UTC",926,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Salticid18","Species","Salticid18 sp1","","","Small black jumper",1,2.3,"","Juvenile","","Pickled in 70% ethanol, 12-Jul-2017.","","","","In collection",9,NA,NA,NA,NA,0.602053918529015
"Dorsal","Cosmophasis thalassina","927","mimic","Specimen",927,"2017-07-06 12:55:06 UTC","2017-07-06 12:55:08 UTC",927,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis thalassina","(C.L. Koch, 1846)","","Small irridescent jumper",1,3.8,"","juvenile","","Euthanised CO2, pickled in 100% ethanol, 28-Aug-2017.","Robert Whyte","Ant-mimic spider","AA.1405","Aus Mus",8,NA,NA,NA,NA,0.55801365542542
"Dorsal","Judalana lutea","931","mimic","Specimen",931,"2017-07-15 05:48:14 UTC","2017-07-15 05:48:15 UTC",931,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Judalana","Species","Judalana lutea","(Rix, 1999)","","Strobe ant mimic",1,3.6,"","juvenile","","Aus mus notes: Judalana or Rhombonotus.
Pickled in 70% ethanol, 20-Jul-2017.","","Ant-mimic spider","AA.1403","Aus Mus",9,NA,NA,NA,NA,0.79165767464608
"Dorsal","Cosmophasis baehrae","939","non-mimic","Specimen",939,"2017-07-19 14:12:06 UTC","2017-07-19 14:12:13 UTC",939,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis baehrae","(Zabka & Waldock, 2012)","","Small irridescent jumper",1,3.4,"","","","Pickled in 70% ethanol, 20-Jul-2017.
Juveniles look like small black ants.","0","","","In collection",8,NA,NA,NA,NA,0.589521867416117
"Dorsal","Cosmophasis thalassina","940","mimic","Specimen",940,"2017-07-18 11:39:04 UTC","2017-07-18 11:39:19 UTC",940,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Species","Cosmophasis thalassina","(C.L. Koch, 1846)","","Small brown jumper",1,4,"","","","Euthanised CO2, pickled in 100% ethanol, 28-Aug-2017.","","Ant mimic spider","","Michael Kelly",10,NA,NA,NA,NA,0.550112274919248
"Dorsal","Myrmarachne macleayana","942","mimic","Specimen",942,"2017-08-14 15:05:02 UTC","2017-08-14 15:05:05 UTC",942,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne macleayana","(Bradley, 1876)","","Small black ant mimicking jumper",NA,3.7,"","","Forma robsoni","Very ant-like in life","","Ant-mimic spider","","Alive in lab",9,NA,NA,NA,NA,0.869907327056299
"Dorsal","Iridonyssus kohouti","951","mimic","Specimen",951,"2017-08-18 13:24:20 UTC","2017-08-18 13:24:28 UTC",951,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus kohouti","(Raven, 2015)","","Small black ant-like spider",1,2.8,"","","","Probable mimic. Found sheltering with ants (specimen 950). Observed by Chris to behave like the ants it was with, including antennal illusion. 
Pickled in 100% ethanol, 28-Aug-2017.","","Ant mimic spider","","Michael Kelly",10,NA,NA,NA,NA,0.586031320891229
"Dorsal","Poecilipta kohouti","978","mimic","Specimen",978,"2017-08-07 09:38:17 UTC","2017-08-07 10:02:24 UTC",978,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Poecilipta","Species","Poecilipta kohouti","(Raven, 2015)","","",1,4.5,"","","","","Aus museum","Ant-mimic spider","KS.74860","AM collection",2,NA,NA,NA,NA,0.810699887651574
"Dorsal","Poecilipta kohouti","979","mimic","Specimen",979,"2017-08-07 09:43:41 UTC","2017-08-07 09:43:43 UTC",979,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Poecilipta","Species","Poecilipta kohouti","(Raven, 2015)","","",1,4.5,"","","","","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.793426574899957
"Dorsal","Poecilipta kohouti","980","mimic","Specimen",980,"2017-08-07 09:48:41 UTC","2017-08-07 10:02:42 UTC",980,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Poecilipta","Species","Poecilipta kohouti","(Raven, 2015)","","",1,4.4,"","","","","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.731576644293377
"Dorsal","Poecilipta kohouti","981","mimic","Specimen",981,"2017-08-07 09:54:02 UTC","2017-08-07 09:54:04 UTC",981,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Poecilipta","Species","Poecilipta kohouti","(Raven, 2015)","","",1,4.8,"","","","","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.765241305309523
"Dorsal","Poecilipta kohouti","982","mimic","Specimen",982,"2017-08-07 09:58:06 UTC","2017-08-07 09:58:07 UTC",982,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Poecilipta","Species","Poecilipta kohouti","(Raven, 2015)","","",1,4.6,"","","","","Aus museum","Ant-mimic spider","KS.74860","AM collection",2,NA,NA,NA,NA,0.744851008023959
"Dorsal","Poecilipta kohouti","983","mimic","Specimen",983,"2017-08-07 10:01:53 UTC","2017-08-07 10:01:55 UTC",983,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Poecilipta","Species","Poecilipta kohouti","(Raven, 2015)","","",1,4.4,"","","","","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.771893825747996
"Dorsal","Myrmarachne formicaria","CRS101","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male","Photo","Yes",0.702212005348758
"Dorsal","Damoetas nitidus","JMS108","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male","Drawing","Yes",0.811744082015296
"Dorsal","Iridonyssus kohouti","JMS109","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female","Photo","Yes",0.654925137041511
"Dorsal","Judalana lutea","JMS111","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Juvenile","Photo","Yes",0.660074220830562
"Dorsal","Myrmarachne erythrocephala","JMS115","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female","Photo","Yes",0.839315733306222
"Dorsal","Myrmarachne macleayana","JMS120","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male","Photo","Yes",0.852645767218632
"Dorsal","Ligonipes lacertosus","KWS605","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female","Drawing","Yes",0.763840413666885
"Dorsal","Myrmapana parallela","MCZ108610","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male","Photo","Yes",0.850329256927536
"Dorsal","Myrmapeni chickeringi","MCZ125078","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male","Photo","Yes",0.818804669210965
"Dorsal","Neon nellii*","MCZ126911","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female","Photo","Yes",0.422771950028785
"Dorsal","Castianeira longipalpa","MCZ126957","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female","Photo","Yes",0.614326171874987
"Dorsal","Myrmaplata plataleoides","MCZ128934","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male","Photo","Yes",0.880502889053618
"Dorsal","Castianeira cingulata","MCZ136939","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male","Photo","Yes",0.803984955881735
"Dorsal","Castianeira trilineata","MCZ142573","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female","Photo","Yes",0.691812111937643
"Dorsal","Aetius nocturnus","MCZ16734","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Male","Photo","Yes",0.828983989514393
"Dorsal","Sphecotypus niger","MCZ28119","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female","Photo","Yes",0.796378802513888
"Dorsal","Mazax spinosa","MCZ28153","mimic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Female","Photo","Yes",0.624805807017362
