"angle","species","specimenId","mimicType","imageabletype","imageableid","created_at","updated_at","id","kingdom","phylum","class","order","family","genus","taxonRank","scientificName","scientificNameAuthorship","vernacularName","description","individualCount","bodylength","sex","lifeStage","form","notes","idconfidence","other","ref","disposition","numphotos","Ant.mimic.","Sex","Notes","Done.","accuracy"
"Dorsal","Myrmarachne luctuosa","561","mimic","Specimen",561,"2017-04-16 08:21:17 UTC","2017-04-16 08:21:18 UTC",561,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","Small black ant mimic",1,3.4,"","juvenile","","Very ant-like - it even runs fast like a small black ant..
Died, so pickled in 96% ethanol, 1-May-2017","Aus Mus","Ant-mimic spider","AA.1409","Aus Mus",12,NA,NA,NA,NA,0.795100409559586
"Dorsal","Formicid1 sp1","563","model","Specimen",563,"2017-04-17 00:31:25 UTC","2017-04-17 00:31:28 UTC",563,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formicid1","Species","Formicid1 sp1","","","Small black ant",2,3.7,"","","","Pickled, 21-Apr-2017.","1","","","In collection",6,NA,NA,NA,NA,0.83887054691991
"Dorsal","Myrmarachne luctuosa","564","mimic","Specimen",564,"2017-04-16 08:10:26 UTC","2017-04-16 08:10:27 UTC",564,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","Golden bum ant mimicking jumper",1,5.4,"Male","","","Pickled in 96% ethanol, 9-May-2017.","Aus Mus","Ant-mimic spider","KS.129705","Aus Mus",8,NA,NA,NA,NA,0.862522816692055
"Dorsal","Polyrhachis ammon","565","model","Specimen",565,"2017-04-17 01:09:06 UTC","2017-04-17 01:09:07 UTC",565,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis ammon","(Fabricius, 1775)","","Black ant, golden thorax",1,7,"","","","Pickled, 21-Apr-2017.","","","","In collection",9,NA,NA,NA,NA,0.774769506556924
"Dorsal","Myrmecia mandibularis","566","model","Specimen",566,"2017-04-17 00:58:55 UTC","2017-04-17 00:58:56 UTC",566,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmecia","Species","Myrmecia mandibularis","(Smith, 1858)","","Golden bum bull ant",1,10.2,"","","","Pickled, 21-Apr-2017.","0","","","In collection",7,NA,NA,NA,NA,0.930445930941407
"Dorsal","Rhytidoponera metallica","567","model","Specimen",567,"2017-04-17 00:40:37 UTC","2017-04-17 00:40:39 UTC",567,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Rhytidoponera","Species","Rhytidoponera metallica","(Smith, 1858)","","",1,4.6,"","","","Pickled, 21-Apr-2017.","1","","","In collection",7,NA,NA,NA,NA,0.895615710142706
"Dorsal","Crematogaster sp1","568","model","Specimen",568,"2017-04-17 00:48:10 UTC","2017-04-17 00:48:12 UTC",568,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Crematogaster","Species","Crematogaster sp1","","","",1,3.5,"","","","Pickled, 21-Apr-2017.","","","","In collection",7,NA,NA,NA,NA,0.897414134884656
"Dorsal","Myrmarachne erythrocephala","577","mimic","Specimen",577,"2017-04-21 00:27:26 UTC","2017-04-21 00:27:28 UTC",577,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Golden bum ant mimicking jumper",1,4.2,"","juvenile","","Pickled in 96% ethanol, 9-May-2017.","Aus Mus","Ant-mimic spider","AA.1402","Aus Mus",10,NA,NA,NA,NA,0.82786440914722
"Dorsal","Vespoidea6 sp1","579","mimic","Specimen",579,"2017-08-18 11:44:02 UTC","2017-08-18 11:44:04 UTC",579,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea6","Species","Vespoidea6 sp1","","","Small black ant-like wasp",1,5.3,"","","","Pickled, 21-Apr-2017.","","Ant-mimic wasp","","In collection",6,NA,NA,NA,NA,0.62850440763459
"Dorsal","Salticid7 sp1","58","non-mimic","Specimen",58,"2017-01-06 03:44:29 UTC","2017-01-06 03:44:30 UTC",58,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Salticid7","Species","Salticid7 sp1","","","Jumping spider",1,5.9,"","","","","","","10-Oct","",4,NA,NA,NA,NA,0.401915782973607
"Dorsal","Myrmarachne luctuosa","589","mimic","Specimen",589,"2017-04-24 12:20:32 UTC","2017-04-24 12:20:34 UTC",589,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","Small golden-bum mimic",1,4.2,"","juvenile","","Pickled in 70% ethanol, 13-June-2017.","Aus Mus tentative","Ant-mimic spider","AA.1409","Aus Mus",12,NA,NA,NA,NA,0.799639558674743
"Dorsal","Damoetas nitidus","591","mimic","Specimen",591,"2017-08-17 14:06:50 UTC","2017-08-17 14:06:52 UTC",591,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Damoetas","Species","Damoetas nitidus","(L. Koch, 1880)","Shining Damoetas","",1,3.2,"","","","Pickled in 96% ethanol, 17-May-2017.","0","Ant-mimic spider","","Michael Kelly",8,NA,NA,NA,NA,0.787610822965426
"Dorsal","Eilica sp1","593","mimic","Specimen",593,"2017-05-16 01:47:09 UTC","2017-05-16 01:47:11 UTC",593,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Eilica","Species","Eilica sp1","","Yellow-tailed Eilica","Golden bum ant mimicking spider",1,4.2,"Male","","","Identified as unnamed Eilica by Aus Mus.
Pickled in 96% ethanol, 24-May-2017.","Aus Mus","Ant-mimic spider","KS.129714","Aus Mus",7,NA,NA,NA,NA,0.546837201622325
"Dorsal","Apricia jovialis","605","non-mimic","Specimen",605,"2017-08-17 13:03:54 UTC","2017-08-17 13:03:57 UTC",605,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Apricia","Species","Apricia jovialis","(L. Koch, 1879)","Jovial jumper","Golden bum ant mimicking jumper",1,5,"","Juvenile","","Pickled in 96% ethanol, 15-May-2017.","","","","Michael Kelly",9,NA,NA,NA,NA,0.610814249913571
"Dorsal","Rhombonotus gracilis","609","mimic","Specimen",609,"2017-08-12 13:16:30 UTC","2017-08-12 13:16:33 UTC",609,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus gracilis","(Koch L., 1879)","","Tiny ant-mimicking jumper",1,2.5,"","","","Pickled in 96% ethanol, 15-May-2017.","","Ant-mimic spider","","Michael Kelly",13,NA,NA,NA,NA,0.783480690910291
"Dorsal","Iridonyssus formicans","610","mimic","Specimen",610,"2017-05-11 12:28:56 UTC","2017-05-11 12:28:59 UTC",610,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.6,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.708647309071474
"Dorsal","Iridonyssus formicans","611","mimic","Specimen",611,"2017-05-11 12:33:40 UTC","2017-05-11 12:33:42 UTC",611,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.7,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","KS.68648","AM collection",2,NA,NA,NA,NA,0.605095102844821
"Dorsal","Iridonyssus formicans","612","mimic","Specimen",612,"2017-05-11 12:37:12 UTC","2017-05-11 12:37:14 UTC",612,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.7,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.682755895131499
"Dorsal","Iridonyssus formicans","613","mimic","Specimen",613,"2017-05-11 12:41:51 UTC","2017-05-11 12:41:53 UTC",613,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.4,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.359542497224634
"Dorsal","Iridonyssus formicans","614","mimic","Specimen",614,"2017-05-11 12:44:26 UTC","2017-05-11 12:44:28 UTC",614,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.3,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.614180662577363
"Dorsal","Iridonyssus formicans","615","mimic","Specimen",615,"2017-05-11 12:51:49 UTC","2017-05-11 12:51:52 UTC",615,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.5,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.692488298674512
"Dorsal","Iridonyssus formicans","616","mimic","Specimen",616,"2017-05-11 12:55:08 UTC","2017-05-11 12:55:11 UTC",616,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Iridonyssus","Species","Iridonyssus formicans","(Raven, 2015)","","",1,3.8,"","","","Collection code #COLL004/05","Aus museum","Ant-mimic spider","","AM collection",2,NA,NA,NA,NA,0.674473729755258
"Dorsal","Damoetas sp3","617","mimic","Specimen",617,"2017-05-11 12:23:16 UTC","2017-05-11 12:23:19 UTC",617,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Damoetas","Species","Damoetas sp3","","","",1,3.6,"Male","","","","","Ant-mimic spider","","AM collection",3,NA,NA,NA,NA,0.727265681749025
"Dorsal","Rhombonotus sp1","618","non-mimic","Specimen",618,"2017-05-11 12:18:53 UTC","2017-05-11 12:18:54 UTC",618,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Rhombonotus","Species","Rhombonotus sp1","","","",1,2.8,"Male","","","","Aus museum","","","AM collection",2,NA,NA,NA,NA,0.699008451916803
"Dorsal","Eilica sp1","621","mimic","Specimen",621,"2017-05-16 02:05:14 UTC","2017-05-16 02:05:16 UTC",621,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Eilica","Species","Eilica sp1","","Yellow-tailed Eilica","Golden bum ant mimicking spider",1,3.6,"","juvenile","","Pickled in 96% ethanol, 29-May-2017.","Aus Mus tentative","Ant-mimic spider","AA.1407","Aus Mus",9,NA,NA,NA,NA,0.357249091603968
"Dorsal","Eilica sp1","625","mimic","Specimen",625,"2017-05-20 04:26:18 UTC","2017-05-20 04:26:20 UTC",625,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Eilica","Species","Eilica sp1","","Yellow-tailed Eilica","Golden bum ant mimicking spider",1,4.4,"Male","","","Pickled in 70% ethanol, date unknown.","Aus Mus tentative","Ant-mimic spider","KS.129712","Aus Mus",8,NA,NA,NA,NA,0.411581227112337
"Dorsal","Eilica sp1","626","mimic","Specimen",626,"2017-07-07 05:10:47 UTC","2017-07-07 05:10:59 UTC",626,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Eilica","Species","Eilica sp1","","Yellow-tailed Eilica","Golden bum ant mimicking spider",1,4.6,"","juvenile","","Pickled in 70% ethanol, date unknown.","Aus Mus tentative","Ant-mimic spider","AA.1407","Aus Mus",9,NA,NA,NA,NA,0.369999920165052
"Dorsal","Daerlac nigricans","642","mimic","Specimen",642,"2017-05-26 01:58:26 UTC","2017-05-26 01:58:35 UTC",642,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","","Golden bum mimicking bug",3,7.3,"","Adult","","Pickled in 96% ethanol, 22-May-2017.","Matt Bulbert tentative ID","Ant mimic bug","","In collection",9,NA,NA,NA,NA,0.721157392351601
"Dorsal","Vespoidea5 sp1","654","mimic","Specimen",654,"2017-08-15 13:47:25 UTC","2017-08-15 13:47:29 UTC",654,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea5","Species","Vespoidea5 sp1","","","Golden bum green wasp",1,6.5,"","","","Pickled in 96% ethanol, 22-May-2017.","","Posssible wasp ant-mimic","","In collection",8,NA,NA,NA,NA,0.768289760599329
"Dorsal","Vespoidea4 sp1","657","non-mimic","Specimen",657,"2017-08-18 11:40:42 UTC","2017-08-18 11:40:46 UTC",657,"Animalia","Arthropoda","Insecta","Hymenoptera","Mutillidae","Vespoidea4","Species","Vespoidea4 sp1","","","Small dark wingless wasp",1,4.2,"","","","Pickled in 96% ethanol, 29-May-2017.","","","","In collection",8,NA,NA,NA,NA,0.698702206738428
"Dorsal","Polyrhachis sp1","66","model","Specimen",66,"2017-01-06 03:44:30 UTC","2017-01-06 03:56:54 UTC",66,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis sp1","","","Golden bum ant",7,5.6,"","","","","1","","12-May","",3,NA,NA,NA,NA,0.809842582938916
"Dorsal","Myrmarachne erythrocephala","661","mimic","Specimen",661,"2017-06-05 12:49:27 UTC","2017-06-05 12:49:28 UTC",661,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Golden bum ant mimicking jumper",1,5.2,"","juvenile","","Pickled in 70% ethanol, 11-Juk-2017.","Aus Mus","Ant-mimic spider","AA.1402","Aus Mus",10,NA,NA,NA,NA,0.808641532123259
"Dorsal","Daerlac nigricans","662","mimic","Specimen",662,"2017-06-05 14:03:44 UTC","2017-06-05 14:03:46 UTC",662,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","","Golden bum ant mimicking bug",2,7,"","Juvenile","","Pickled in 96% ethanol, 22-May-2017.","","Ant mimic bug","","In collection",8,NA,NA,NA,NA,0.686943616394212
"Dorsal","Coleoptera2 sp1","663","mimic","Specimen",663,"2017-06-14 13:14:38 UTC","2017-06-14 13:14:43 UTC",663,"Animalia","Arthropoda","Insecta","Coleoptera","","Coleoptera2","Species","Coleoptera2 sp1","","","Small ant mimic beetle",1,6.4,"","","","Pickled in 96% ethanol, 29-May-2017.","","Ant-mimic beetle","","In collection",9,NA,NA,NA,NA,0.675372521919442
"Dorsal","Vespoidea4 sp1","664","non-mimic","Specimen",664,"2017-06-04 13:47:28 UTC","2017-06-04 13:47:29 UTC",664,"Animalia","Arthropoda","Insecta","Hymenoptera","Mutillidae","Vespoidea4","Species","Vespoidea4 sp1","","","Small dark wingless wasp",1,4.3,"","","","Pickled in 96% ethanol, 22-May-2017.","","","","In collection",8,NA,NA,NA,NA,0.766978979024496
"Dorsal","Daerlac nigricans","665","mimic","Specimen",665,"2017-06-14 14:14:38 UTC","2017-06-14 14:14:39 UTC",665,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","","Golden bum ant mimicking bug",1,7.9,"","Adult","","Pickled in 70% ethanol, 13-June-2017.","","Ant mimic bug","","In collection",9,NA,NA,NA,NA,0.753730151804032
"Dorsal","Holoplatys sp2","666","non-mimic","Specimen",666,"2017-06-26 13:15:41 UTC","2017-06-26 13:15:49 UTC",666,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Holoplatys","Species","Holoplatys sp2","","","Medium black jumper",1,6,"","","","Pickled in 96% ethanol, 29-May-2017.","","","","In collection",9,NA,NA,NA,NA,0.656803872321128
"Dorsal","Formicid10 sp1","667","model","Specimen",667,"2017-06-26 14:31:31 UTC","2017-06-26 14:31:33 UTC",667,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formicid10","Species","Formicid10 sp1","","","Small red ant, shoulder spikes",1,5,"","","","Pickled in 96% ethanol, 22-May-2017.","","","","In collection",9,NA,NA,NA,NA,0.849347019680668
"Dorsal","Sphinctomyrmex sp1","67","model","Specimen",67,"2017-01-06 03:44:32 UTC","2017-01-06 03:44:33 UTC",67,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Sphinctomyrmex","Species","Sphinctomyrmex sp1","","","Small black ant",2,4.5,"","","","","","","12-Jun","",3,NA,NA,NA,NA,0.905786444377699
"Dorsal","Lamponid2 sp1","682","non-mimic","Specimen",682,"2017-06-03 13:34:25 UTC","2017-06-03 14:14:44 UTC",682,"Animalia","Arthropoda","Arachnida","Araneae","Lamponidae","Lamponid2","Species","Lamponid2 sp1","","","White-tailed spider",NA,12.4,"","","","Pickled in 70% ethanol, 12-Jul-2017.","","Predator","","In collection",8,NA,NA,NA,NA,0.686219093450241
"Dorsal","Lamponid2 sp1","686","non-mimic","Specimen",686,"2017-05-20 05:30:11 UTC","2017-05-20 05:30:12 UTC",686,"Animalia","Arthropoda","Arachnida","Araneae","Lamponidae","Lamponid2","Species","Lamponid2 sp1","","","Tiny white-tailed spider",1,2.8,"","","","Pickled in 96% ethanol, 22-May-2017.","0","","","In collection",7,NA,NA,NA,NA,0.671924571950078
"Dorsal","Nyssus coloripes","687","non-mimic","Specimen",687,"2017-05-18 23:58:55 UTC","2017-05-18 23:58:57 UTC",687,"Animalia","Arthropoda","Arachnida","Araneae","Corinnidae","Nyssus","Species","Nyssus coloripes","(Walckenaer, 1805)","Orange-legged Swift Spider","Black spider, white spots, red front legs",1,5.9,"","","","White-spotted form.
Pickled in 96% ethanol, 29-May-2017.","","","","In collection",9,NA,NA,NA,NA,0.649617599667269
"Dorsal","Myrmecia mandibularis","69","model","Specimen",69,"2017-01-06 03:44:33 UTC","2017-01-06 03:44:35 UTC",69,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmecia","Species","Myrmecia mandibularis","(Smith, 1858)","","Toothless bull ant",1,9.5,"","","","","1","","12-Aug","",3,NA,NA,NA,NA,0.837524876004859
"Dorsal","Formicid7 sp1","690","model","Specimen",690,"2017-05-20 00:59:38 UTC","2017-05-20 00:59:40 UTC",690,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Formicid7","Species","Formicid7 sp1","","","Golden bum ant",1,7,"","","","Pickled in 96% ethanol, 29-May-2017.","","","","In collection",8,NA,NA,NA,NA,0.885313907927201
"Dorsal","Vespoidea5 sp1","694","mimic","Specimen",694,"2017-05-20 05:20:34 UTC","2017-05-20 05:20:36 UTC",694,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea5","Species","Vespoidea5 sp1","","","Small green wingless wasp",1,7.7,"","","","Thorax seems to be covered in fine dirt which obscures the wasp's colour. Pickled in 96% ethanol, 22-May-2017.","","Posssible wasp ant-mimic","","In collection",6,NA,NA,NA,NA,0.814271047598492
"Dorsal","Eilica sp1","696","mimic","Specimen",696,"2017-07-06 14:11:59 UTC","2017-08-20 07:36:49 UTC",696,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosidae","Eilica","Species","Eilica sp1","","Yellow-tailed Eilica","Black golden bum spider",1,4,"","juvenile","","
Pickled in 70% ethanol, 6-June-2017.","Aus Mus tentative","Ant-mimic spider","AA.1407","Aus Mus",10,NA,NA,NA,NA,0.529271691575072
"Dorsal","Myrmarachne luctuosa","700","mimic","Specimen",700,"2017-05-23 03:39:14 UTC","2017-05-23 03:39:16 UTC",700,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","",1,6.5,"Female","","","Pickled in 96% ethanol, 29-May-2017.","Aus Mus","Ant-mimic spider","KS.129708","Aus Mus",5,NA,NA,NA,NA,0.635909586954062
"Dorsal","Astia hariola","704","non-mimic","Specimen",704,"2017-06-01 13:01:00 UTC","2017-06-01 13:01:02 UTC",704,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Astia","Species","Astia hariola","(Koch, 1879)","Gypsy Jumper","Golden bum jumper",1,5.2,"","","","Appears to have died during a moult.
Pickled in 96% ethanol, 29-May-2017.","","","","In collection",8,NA,NA,NA,NA,0.386650800170678
"Dorsal","Myrmarachne erythrocephala","71","mimic","Specimen",71,"2017-01-06 03:44:35 UTC","2017-01-10 03:14:20 UTC",71,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Ant mimic spider",1,4.6,"","","forma ornata","About 1m up tree, died in care","1","Ant mimic","12-Oct","",8,NA,NA,NA,NA,0.828170283045795
"Dorsal","Daerlac nigricans","715","mimic","Specimen",715,"2017-05-26 04:42:26 UTC","2017-05-26 04:42:28 UTC",715,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","","Golden bum ant mimicking bug",1,7.2,"","","","Pickled in 70% ethanol, 13-June-2017.","","Ant mimic bug","","In collection",8,NA,NA,NA,NA,0.716837369424358
"Dorsal","Coleoptera2 sp1","717","mimic","Specimen",717,"2017-05-29 12:13:47 UTC","2017-05-29 12:13:52 UTC",717,"Animalia","Arthropoda","Insecta","Coleoptera","","Coleoptera2","Species","Coleoptera2 sp1","","","Ant mimic beetle",1,5.7,"","","","Pickled in 96% ethanol, 29-May-2017.","","Ant-mimic beetle","","In collection",8,NA,NA,NA,NA,0.642729214081698
"Dorsal","Daerlac nigricans","720","mimic","Specimen",720,"2017-05-29 07:57:22 UTC","2017-05-29 12:15:02 UTC",720,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","","Golden bum ant mimicking bug",1,8,"","","","Pickled in 70% ethanol, 13-June-2017.","","Ant mimic bug","","In collection",6,NA,NA,NA,NA,0.745532488689621
"Dorsal","Coleoptera2 sp1","722","mimic","Specimen",722,"2017-08-14 16:13:11 UTC","2017-08-14 16:13:14 UTC",722,"Animalia","Arthropoda","Insecta","Coleoptera","","Coleoptera2","Species","Coleoptera2 sp1","","","Ant mimic beetle",1,5.6,"","","","Pickled in 70% ethanol, 6-June-2017.","","Ant-mimic beetle","","In collection",10,NA,NA,NA,NA,0.696476894457434
"Dorsal","Daerlac nigricans","728","mimic","Specimen",728,"2017-05-31 09:10:58 UTC","2017-05-31 09:11:00 UTC",728,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac nigricans","(Distant, 1918)","","Golden bum ant mimicking bug",1,7.3,"","","","Pickled in 70% ethanol, 13-June-2017.","","Ant mimic bug","","In collection",11,NA,NA,NA,NA,0.751718226874915
"Dorsal","Rhytidoponera metallica","73","model","Specimen",73,"2017-01-06 03:44:37 UTC","2017-01-06 03:44:39 UTC",73,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Rhytidoponera","Species","Rhytidoponera metallica","(Smith, 1858)","","Green headed ant",1,7.9,"","","","","1","","13-Jan","",2,NA,NA,NA,NA,0.870601929605953
"Dorsal","Myrmarachne erythrocephala","732","mimic","Specimen",732,"2017-05-27 14:22:36 UTC","2017-05-27 14:22:38 UTC",732,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Golden bum ant mimicking jumper",1,5.6,"Male","","forma ornata","Pickled in 70% ethanol, 13-June-2017.","Aus Mus","Ant-mimic spider","KS.129696","Aus Mus",12,NA,NA,NA,NA,0.87655453171708
"Dorsal","Myrmarachne luctuosa","733","mimic","Specimen",733,"2017-05-27 12:42:29 UTC","2017-05-27 12:42:40 UTC",733,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne luctuosa","(L. Koch, 1879)","","Golden bum ant mimicking jumper",1,6.3,"Female","","","Pickled in 70% ethanol, 6-June-2017.","Aus Mus","Ant-mimic spider","KS.129701","Aus Mus",9,NA,NA,NA,NA,0.71982089059809
"Dorsal","Polyrhachis sp2","74","model","Specimen",74,"2017-01-06 03:44:39 UTC","2017-01-06 03:44:40 UTC",74,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Species","Polyrhachis sp2","","","Black ant, golden thorax",1,7.7,"","","","","","","13-Feb","",2,NA,NA,NA,NA,0.775234607684169
"Dorsal","Myrmarachne erythrocephala","76","mimic","Specimen",76,"2017-01-06 03:44:40 UTC","2017-01-06 03:44:42 UTC",76,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Ant mimic spider",1,8,"","","Forma erato","Slowly working its way down trunk from high up, died in, care, partially desiccated, legs all detached","","Ant mimic","13-Apr","In collection",7,NA,NA,NA,NA,0.603401502924269
"Dorsal","Daerlac apicalis","766","mimic","Specimen",766,"2017-08-13 05:42:18 UTC","2017-08-13 05:42:20 UTC",766,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac apicalis","(Distant, 1904)","","Golden bum ant mimicking bug",1,5.8,"","","","Pickled in 70% ethanol, 13-June-2017.","","Ant mimic bug","","In collection",9,NA,NA,NA,NA,0.736360397000086
"Dorsal","Daerlac apicalis","769","mimic","Specimen",769,"2017-08-09 03:40:14 UTC","2017-08-09 03:40:16 UTC",769,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac apicalis","(Distant, 1904)","","Golden bum ant mimicking bug",1,6.6,"","","","Pickled in 70% ethanol, 26 June 2017.","","Ant mimic bug","","In collection",8,NA,NA,NA,NA,0.735722185626075
"Dorsal","Camponotus sp1","77","model","Specimen",77,"2017-01-06 03:44:42 UTC","2017-01-06 03:44:44 UTC",77,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Species","Camponotus sp1","","","Golden bum ant",1,7.6,"","","","On ground.
Pickled on 31-Jan-2017 in 96% ethanol","0","","14-Jan","In collection",2,NA,NA,NA,NA,0.885474736707099
"Dorsal","Daerlac apicalis","770","mimic","Specimen",770,"2017-08-09 03:50:44 UTC","2017-08-09 03:50:46 UTC",770,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Daerlac","Species","Daerlac apicalis","(Distant, 1904)","","Golden bum ant mimicking bug",1,6.7,"","","","Pickled in 70% ethanol, 03-June-2017.","","Ant mimic bug","","In collection",8,NA,NA,NA,NA,0.741059569937313
"Dorsal","Myrmarachne erythrocephala","78","mimic","Specimen",78,"2017-01-06 03:44:44 UTC","2017-01-06 03:44:46 UTC",78,"Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Myrmarachne","Species","Myrmarachne erythrocephala","(Koch, 1879)","","Ant mimic spider",1,6.3,"","","Forma erato","About 1m up tree, no large ants on tree. Stored frozen, then pickled","1","Ant mimic","14-Feb","In collection",4,NA,NA,NA,NA,0.56285889179432
"Dorsal","Vespoidea5 sp1","783","mimic","Specimen",783,"2017-08-15 14:49:13 UTC","2017-08-15 14:49:16 UTC",783,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea5","Species","Vespoidea5 sp1","","","Golden bum green wasp",1,4.7,"","","","Pickled in 70% ethanol 16-June-2017.","","Posssible wasp ant-mimic","","In collection",8,NA,NA,NA,NA,0.779922715790841
"Dorsal","Vespoidea3 sp3","79","mimic","Specimen",79,"2017-01-06 03:58:16 UTC","2017-01-06 03:58:18 UTC",79,"Animalia","Arthropoda","Insecta","Hymenoptera","","Vespoidea3","Species","Vespoidea3 sp3","","","Tiny wasp",1,3.6,"","","","","","Ant mimic","15-Jan","",5,NA,NA,NA,NA,0.560878772677358
