angle,outlineId,file,species,specimenId,mimicType,ptype,state,source,camera,rating,ftype,url,imageabletype,imageableid,created_at,updated_at,photoDescription,id,kingdom,phylum,class,order,family,genus,taxonRank,scientificName,scientificNameAuthorship,vernacularName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,locationRemarks,time,day,month,year,recordedBy,siteId,description,individualCount,bodylength,sex,lifeStage,form,notes,idconfidence,other,ref,disposition,numphotos,Unique.ID,Unique.qualifier,Species,Ant.mimic.,Potential.Source.for.image,Image.found,Aspect,Sex,Notes,Done.,File,File.exists.,Adjustments..angle.adjustments..interpolation.,Notes.1
Dorsal,1059,../data/outline1cb016fa2115.JPG,Oecophylla smaragdina,500,model,Outline,Dry,Photo 1043,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1059.JPG,Specimen,500,2017-03-21 01:45:15 UTC,2017-03-21 01:45:17 UTC,strict,500,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Species,Oecophylla smaragdina,"(Fabricius, 1775)",Green Tree Ant,-15.77786944,144.3720389,10,296.421875,"Qld, rainforest gully near Quinkan Bush Blitz site B1",13:23,14,3,2017,Jim,129,Green ant,2,6.6,,,,"Legs removed from 1 specimen.
Pickled in 96% ethanol 29-Mar-2017.",2,,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1060,../data/outline1cb02cab3390.JPG,Oecophylla smaragdina,500,model,Outline,Dry,Photo 1042,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1060.JPG,Specimen,500,2017-03-21 01:51:26 UTC,2017-03-21 01:51:27 UTC,strict,500,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Species,Oecophylla smaragdina,"(Fabricius, 1775)",Green Tree Ant,-15.77786944,144.3720389,10,296.421875,"Qld, rainforest gully near Quinkan Bush Blitz site B1",13:23,14,3,2017,Jim,129,Green ant,2,6.6,,,,"Legs removed from 1 specimen.
Pickled in 96% ethanol 29-Mar-2017.",2,,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,1061,../data/outline1cb04ab037b6.JPG,Oecophylla smaragdina,500,model,Outline,Dry,Photo 1040,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1061.JPG,Specimen,500,2017-03-21 01:59:20 UTC,2017-03-21 01:59:22 UTC,"strict, angles adjusted",500,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Species,Oecophylla smaragdina,"(Fabricius, 1775)",Green Tree Ant,-15.77786944,144.3720389,10,296.421875,"Qld, rainforest gully near Quinkan Bush Blitz site B1",13:23,14,3,2017,Jim,129,Green ant,2,6.6,,,,"Legs removed from 1 specimen.
Pickled in 96% ethanol 29-Mar-2017.",2,,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,1062,../data/outline1cb036af6fde.JPG,Oecophylla smaragdina,500,model,Outline,Dry,Photo 1041,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1062.JPG,Specimen,500,2017-03-21 02:09:07 UTC,2017-03-21 02:09:09 UTC,"strict, angles adjusted",500,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Oecophylla,Species,Oecophylla smaragdina,"(Fabricius, 1775)",Green Tree Ant,-15.77786944,144.3720389,10,296.421875,"Qld, rainforest gully near Quinkan Bush Blitz site B1",13:23,14,3,2017,Jim,129,Green ant,2,6.6,,,,"Legs removed from 1 specimen.
Pickled in 96% ethanol 29-Mar-2017.",2,,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3931,../data/outline1cb04ed571c3.jpg,Opisthopsis sp1,509,model,Outline,Dry,Photo 1096,,NA,photo,http://localhost/images/photos/15/3931.jpg,Specimen,509,2017-08-19 08:03:17 UTC,2017-08-19 08:03:19 UTC,"strict, angles adjusted",509,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Opisthopsis,Species,Opisthopsis sp1,,Strobe ant,-15.57277778,144.4448861,5,74.24267782,"Qld, Laura River near Laura",11:03,16,3,2017,Jim,135,Strobe ant,2,3.8,,,,Pickled in 96% ethanol 29-Mar-2017.,,,,In collection,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,1320,../data/outline1cb050291445.jpg,Opisthopsis sp1,509,model,Outline,Dry,Photo 1095,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1320.jpg,Specimen,509,2017-04-11 01:58:23 UTC,2017-04-11 01:58:25 UTC,strict with interpolation,509,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Opisthopsis,Species,Opisthopsis sp1,,Strobe ant,-15.57277778,144.4448861,5,74.24267782,"Qld, Laura River near Laura",11:03,16,3,2017,Jim,135,Strobe ant,2,3.8,,,,Pickled in 96% ethanol 29-Mar-2017.,,,,In collection,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,369,../data/outline1cb01abe6639.jpg,Oxyopes elegans,260,non-mimic,Outline,Dry,Photo 237,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/369.jpg,Specimen,260,2017-01-06 03:44:48 UTC,2017-01-06 03:44:50 UTC,strict,260,Animalia,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes,Species,Oxyopes elegans,"(L. Koch, 1878)",Elegant Lynx Spider,-33.77091944,151.1137389,10,60.8,PF4-5,15:01,19,10,2016,Jim,53,Lynx spider,1,6.9,,,,,2,,49-3,,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,370,../data/outline1cb06c603552.jpg,Oxyopes elegans,260,non-mimic,Outline,Dry,Photo 239,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/370.jpg,Specimen,260,2017-01-06 03:44:50 UTC,2017-01-06 03:44:51 UTC,strict,260,Animalia,Arthropoda,Arachnida,Araneae,Oxyopidae,Oxyopes,Species,Oxyopes elegans,"(L. Koch, 1878)",Elegant Lynx Spider,-33.77091944,151.1137389,10,60.8,PF4-5,15:01,19,10,2016,Jim,53,Lynx spider,1,6.9,,,,,2,,49-3,,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1170,../data/outline1cb057884982.JPG,Poecilipta contorqua,410,mimic,Outline,Alive,Photo 605,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1170.JPG,Specimen,410,2017-03-26 11:57:10 UTC,2017-03-26 11:57:11 UTC,strict,410,Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Poecilipta,Species,Poecilipta contorqua,,,-33.71280278,149.9720167,5,1052.788235,"Duckmaloi, NSW",16:33,7,2,2017,,96,Ant-mimic spider,1,5,Male,,,"Stano Pekar says it may be Nyssus. sp
Poecilipta lugubris or similar.
Id'ed by Aus Mus (Helen Smith or Graham Milledge) as Poecilipta contorqua.
Noticed running around _fast_ on the ground. Dolichoderus scabridus a possible model - similar body and legs colours,
14 Feb 2017 - knocked out with CO2, then pickled in 96% ethanol.",Aus Mus,Ant mimic spider,KS.129707,Aus Mus,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1171,../data/outline1cb0279e768.JPG,Poecilipta contorqua,410,mimic,Outline,Alive,Photo 606,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1171.JPG,Specimen,410,2017-03-26 12:00:39 UTC,2017-03-26 12:00:41 UTC,strict,410,Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Poecilipta,Species,Poecilipta contorqua,,,-33.71280278,149.9720167,5,1052.788235,"Duckmaloi, NSW",16:33,7,2,2017,,96,Ant-mimic spider,1,5,Male,,,"Stano Pekar says it may be Nyssus. sp
Poecilipta lugubris or similar.
Id'ed by Aus Mus (Helen Smith or Graham Milledge) as Poecilipta contorqua.
Noticed running around _fast_ on the ground. Dolichoderus scabridus a possible model - similar body and legs colours,
14 Feb 2017 - knocked out with CO2, then pickled in 96% ethanol.",Aus Mus,Ant mimic spider,KS.129707,Aus Mus,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,642,../data/outline1cb0612e1b42.JPG,Poecilipta contorqua,410,mimic,Outline,Alive,Photo 609,Canon EOS 7D,NA,photo,http://localhost/images/photos/2/642.JPG,Specimen,410,2017-02-10 07:19:15 UTC,2017-02-10 07:24:05 UTC,strict with interpolation,410,Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Poecilipta,Species,Poecilipta contorqua,,,-33.71280278,149.9720167,5,1052.788235,"Duckmaloi, NSW",16:33,7,2,2017,,96,Ant-mimic spider,1,5,Male,,,"Stano Pekar says it may be Nyssus. sp
Poecilipta lugubris or similar.
Id'ed by Aus Mus (Helen Smith or Graham Milledge) as Poecilipta contorqua.
Noticed running around _fast_ on the ground. Dolichoderus scabridus a possible model - similar body and legs colours,
14 Feb 2017 - knocked out with CO2, then pickled in 96% ethanol.",Aus Mus,Ant mimic spider,KS.129707,Aus Mus,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,643,../data/outline1cb036e87383.JPG,Poecilipta contorqua,410,mimic,Outline,Alive,Photo 608,Canon EOS 7D,NA,photo,http://localhost/images/photos/2/643.JPG,Specimen,410,2017-02-10 07:23:55 UTC,2017-02-10 07:23:56 UTC,strict with interpolation,410,Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Poecilipta,Species,Poecilipta contorqua,,,-33.71280278,149.9720167,5,1052.788235,"Duckmaloi, NSW",16:33,7,2,2017,,96,Ant-mimic spider,1,5,Male,,,"Stano Pekar says it may be Nyssus. sp
Poecilipta lugubris or similar.
Id'ed by Aus Mus (Helen Smith or Graham Milledge) as Poecilipta contorqua.
Noticed running around _fast_ on the ground. Dolichoderus scabridus a possible model - similar body and legs colours,
14 Feb 2017 - knocked out with CO2, then pickled in 96% ethanol.",Aus Mus,Ant mimic spider,KS.129707,Aus Mus,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3703,../data/outline1cb03a28685a.jpg,Poecilipta kohouti,978,mimic,Outline,Pickled,Photo 3693,Canon EOS 7D,NA,photo,http://localhost/images/photos/14/3703.jpg,Specimen,978,2017-08-07 09:38:17 UTC,2017-08-07 10:02:24 UTC,strict,978,Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Poecilipta,Species,Poecilipta kohouti,"(Raven, 2015)",,-29,146,NA,NA,Far north NSW,0:00,26,11,1999,"F. Christie, P. Flemons, M.Elliott",273,,1,4.5,,,,,Aus museum,Ant-mimic spider,KS.74860,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3704,../data/outline1cb023be36d.jpg,Poecilipta kohouti,979,mimic,Outline,Pickled,Photo 3694,Canon EOS 7D,NA,photo,http://localhost/images/photos/14/3704.jpg,Specimen,979,2017-08-07 09:43:41 UTC,2017-08-07 09:43:43 UTC,strict,979,Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Poecilipta,Species,Poecilipta kohouti,"(Raven, 2015)",,-29,146,NA,NA,Far north NSW,0:00,26,11,1999,"F. Christie, P. Flemons, M.Elliott",273,,1,4.5,,,,,Aus museum,Ant-mimic spider,,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3705,../data/outline1cb02ff365df.jpg,Poecilipta kohouti,980,mimic,Outline,Pickled,Photo 3695,Canon EOS 7D,NA,photo,http://localhost/images/photos/14/3705.jpg,Specimen,980,2017-08-07 09:48:41 UTC,2017-08-07 10:02:42 UTC,strict with interpolation,980,Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Poecilipta,Species,Poecilipta kohouti,"(Raven, 2015)",,-29,146,NA,NA,Far north NSW,0:00,26,11,1999,"F. Christie, P. Flemons, M.Elliott",273,,1,4.4,,,,,Aus museum,Ant-mimic spider,,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3706,../data/outline1cb0bf1733f.jpg,Poecilipta kohouti,981,mimic,Outline,Pickled,Photo 3696,Canon EOS 7D,NA,photo,http://localhost/images/photos/14/3706.jpg,Specimen,981,2017-08-07 09:54:02 UTC,2017-08-07 09:54:04 UTC,strict with interpolation,981,Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Poecilipta,Species,Poecilipta kohouti,"(Raven, 2015)",,-29,146,NA,NA,Far north NSW,0:00,26,11,1999,"F. Christie, P. Flemons, M.Elliott",273,,1,4.8,,,,,Aus museum,Ant-mimic spider,,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3707,../data/outline1cb05382484.jpg,Poecilipta kohouti,982,mimic,Outline,Pickled,Photo 3699,Canon EOS 7D,NA,photo,http://localhost/images/photos/14/3707.jpg,Specimen,982,2017-08-07 09:58:06 UTC,2017-08-07 09:58:07 UTC,strict,982,Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Poecilipta,Species,Poecilipta kohouti,"(Raven, 2015)",,-29,146,NA,NA,Far north NSW,0:00,26,11,1999,"F. Christie, P. Flemons, M.Elliott",273,,1,4.6,,,,,Aus museum,Ant-mimic spider,KS.74860,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3708,../data/outline1cb050ab7a54.jpg,Poecilipta kohouti,983,mimic,Outline,Pickled,Photo 3700,Canon EOS 7D,NA,photo,http://localhost/images/photos/14/3708.jpg,Specimen,983,2017-08-07 10:01:53 UTC,2017-08-07 10:01:55 UTC,strict,983,Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Poecilipta,Species,Poecilipta kohouti,"(Raven, 2015)",,-29,146,NA,NA,Far north NSW,0:00,26,11,1999,"F. Christie, P. Flemons, M.Elliott",273,,1,4.4,,,,,Aus museum,Ant-mimic spider,,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3733,../data/outline1cb047ed29e4.jpg,Poecilipta kohouti,977,mimic,Outline,Pickled,Photo 3692,Canon EOS 7D,NA,photo,http://localhost/images/photos/14/3733.jpg,Specimen,977,2017-08-09 06:40:50 UTC,2017-08-09 06:40:52 UTC,strict,977,Animalia,Arthropoda,Arachnida,Araneae,Corinnidae,Poecilipta,Species,Poecilipta kohouti,"(Raven, 2015)",,-29,146,NA,NA,Far north NSW,0:00,26,11,1999,"F. Christie, P. Flemons, M.Elliott",273,,1,4.4,,,,,Aus museum,Ant-mimic spider,,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1424,../data/outline1cb07f651d8d.JPG,Polyrhachis ammon,565,model,Outline,Alive,Photo 1391,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1424.JPG,Specimen,565,2017-04-17 01:09:06 UTC,2017-04-17 01:09:07 UTC,strict with spikes,565,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis ammon,"(Fabricius, 1775)",,-33.76963889,151.1114972,10,69.99188312,"MQ campus, Sydney, NSW",12:09,16,4,2017,Jim,151,"Black ant, golden thorax",1,7,,,,"Pickled, 21-Apr-2017.",,,,In collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1425,../data/outline1cb014a74076.JPG,Polyrhachis ammon,565,model,Outline,Alive,Photo 1390,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1425.JPG,Specimen,565,2017-04-17 01:15:15 UTC,2017-04-17 01:15:16 UTC,strict with spikes,565,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis ammon,"(Fabricius, 1775)",,-33.76963889,151.1114972,10,69.99188312,"MQ campus, Sydney, NSW",12:09,16,4,2017,Jim,151,"Black ant, golden thorax",1,7,,,,"Pickled, 21-Apr-2017.",,,,In collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1426,../data/outline1cb039323057.JPG,Polyrhachis ammon,565,model,Outline,Alive,Photo 1388,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1426.JPG,Specimen,565,2017-04-17 01:20:59 UTC,2017-04-17 01:21:00 UTC,strict with spikes,565,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis ammon,"(Fabricius, 1775)",,-33.76963889,151.1114972,10,69.99188312,"MQ campus, Sydney, NSW",12:09,16,4,2017,Jim,151,"Black ant, golden thorax",1,7,,,,"Pickled, 21-Apr-2017.",,,,In collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,718,../data/outline1cb014d1bed.jpg,Polyrhachis ammon,256,model,Outline,Dry,Photo 235,Canon EOS 7D,NA,photo,http://localhost/images/photos/2/718.jpg,Specimen,256,2017-02-23 01:19:07 UTC,2017-02-23 01:19:26 UTC,"strict, angles adjusted",256,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis ammon,"(Fabricius, 1775)",,-33.77108333,151.1138167,10,57.5,PF3-4,14:46,19,10,2016,Jim,52,"Black ant, golden thorax",2,7.4,,,,,Ajay,,48-1,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2729,../data/outline1cb048803f25.JPG,Polyrhachis monteithi,829,model,Outline,Alive,Photo 2716,Canon EOS 7D,NA,photo,http://localhost/images/photos/10/2729.JPG,Specimen,829,2017-06-24 23:53:09 UTC,2017-06-24 23:53:11 UTC,strict,829,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis monteithi,"(Kohout, 2006)",,-23.89775,151.2622972,10,28.05810398,"Toondon Botanic Gardens, Gladstone, Qld",14:19,22,6,2017,Jim,216,"Shiny black ant, red legs",1,5.9,,,,"Pickled in 70% ethanol, date unknown.",,,,In collection,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2730,../data/outline1cb012061d18.JPG,Polyrhachis monteithi,829,model,Outline,Alive,Photo 2717,Canon EOS 7D,NA,photo,http://localhost/images/photos/10/2730.JPG,Specimen,829,2017-06-24 23:56:28 UTC,2017-06-24 23:56:31 UTC,strict,829,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis monteithi,"(Kohout, 2006)",,-23.89775,151.2622972,10,28.05810398,"Toondon Botanic Gardens, Gladstone, Qld",14:19,22,6,2017,Jim,216,"Shiny black ant, red legs",1,5.9,,,,"Pickled in 70% ethanol, date unknown.",,,,In collection,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3945,../data/outline1cb038a14d11.JPG,Polyrhachis monteithi,829,model,Outline,Alive,Photo 2718,,NA,photo,http://localhost/images/photos/15/3945.JPG,Specimen,829,2017-08-20 06:30:06 UTC,2017-08-20 06:30:08 UTC,"strict, angles adjusted",829,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis monteithi,"(Kohout, 2006)",,-23.89775,151.2622972,10,28.05810398,"Toondon Botanic Gardens, Gladstone, Qld",14:19,22,6,2017,Jim,216,"Shiny black ant, red legs",1,5.9,,,,"Pickled in 70% ethanol, date unknown.",,,,In collection,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3946,../data/outline1cb020ef214a.JPG,Polyrhachis monteithi,829,model,Outline,Alive,Photo 2719,,NA,photo,http://localhost/images/photos/15/3946.JPG,Specimen,829,2017-08-20 06:31:44 UTC,2017-08-20 06:31:46 UTC,"strict, angles adjusted",829,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis monteithi,"(Kohout, 2006)",,-23.89775,151.2622972,10,28.05810398,"Toondon Botanic Gardens, Gladstone, Qld",14:19,22,6,2017,Jim,216,"Shiny black ant, red legs",1,5.9,,,,"Pickled in 70% ethanol, date unknown.",,,,In collection,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,359,../data/outline1cb047da6790.jpg,Polyrhachis sp1,66,model,Outline,Alive,Photo 387,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/359.jpg,Specimen,66,2017-01-06 03:44:30 UTC,2017-01-06 03:56:54 UTC,strict,66,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis sp1,,,-33.77226111,151.1079889,10,0,"MQ campus, Sydney, NSW",14:30,5,10,2016,Jim,16,Golden bum ant,7,5.6,,,,,1,,12-May,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3937,../data/outline1cb04f333d85.jpg,Polyrhachis sp1,309,model,Outline,Dry,Photo 281,,NA,photo,http://localhost/images/photos/15/3937.jpg,Specimen,309,2017-08-20 06:11:27 UTC,2017-08-20 06:11:29 UTC,"strict, angles adjusted",309,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis sp1,,,-33.77115278,151.1135556,10,54.7,PF2-3,12:46,20,10,2016,Jim,63,Golden bum,2,5,,,,,,,59-3,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,364,../data/outline1cb02298599a.jpg,Polyrhachis sp2,74,model,Outline,Alive,Photo 150,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/364.jpg,Specimen,74,2017-01-06 03:44:39 UTC,2017-01-06 03:44:40 UTC,strict,74,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis sp2,,,-33.79788889,151.1363306,10,0,"Blenheim Park, Sydney, NSW",11:30,9,10,2016,Jim,17,"Black ant, golden thorax",1,7.7,,,,,,,13-Feb,,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,381,../data/outline1cb019975015.jpg,Polyrhachis sp2,384,model,Outline,Alive,Photo 339,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/381.jpg,Specimen,384,2017-01-06 03:45:08 UTC,2017-01-06 04:04:34 UTC,strict,384,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis sp2,,,-33.79781389,151.1363667,10,69,"Blenheim Park, Sydney, NSW",16:31,10,11,2016,Jim,83,"Black ant, golden thorax",3,7.5,,,,,,,79-2,,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,391,../data/outline1cb0523f36e.jpg,Polyrhachis sp2,384,model,Outline,Alive,Photo 340,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/391.jpg,Specimen,384,2017-01-06 04:05:51 UTC,2017-01-06 04:05:53 UTC,strict,384,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis sp2,,,-33.79781389,151.1363667,10,69,"Blenheim Park, Sydney, NSW",16:31,10,11,2016,Jim,83,"Black ant, golden thorax",3,7.5,,,,,,,79-2,,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,382,../data/outline1cb05cbd1961.jpg,Polyrhachis sp2,384,model,Outline,Alive,Photo 341,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/382.jpg,Specimen,384,2017-01-06 03:45:09 UTC,2017-01-06 03:45:10 UTC,strict,384,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis sp2,,,-33.79781389,151.1363667,10,69,"Blenheim Park, Sydney, NSW",16:31,10,11,2016,Jim,83,"Black ant, golden thorax",3,7.5,,,,,,,79-2,,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3939,../data/outline1cb024b822fa.jpg,Polyrhachis sp4,431,model,Outline,Dry,Photo 708,,NA,photo,http://localhost/images/photos/15/3939.jpg,Specimen,431,2017-08-20 06:18:56 UTC,2017-08-20 06:18:57 UTC,"strict, angles adjusted",431,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis sp4,,,-33.79708611,151.1351917,5,50.58929465,"Blenheim Park, North Ryde, NSW",16:44,22,2,2017,Jim,102,Golden-bum with gold gaster and mesosoma,1,8.4,,,,"Gaster almost looked red in sunlight.
Frozen 22-Feb-2017
Pickled in 96% ethanol 1-Mar-2017",,,,In collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3940,../data/outline1cb04bb35687.JPG,Polyrhachis sp4,431,model,Outline,Dry,Photo 702,,NA,photo,http://localhost/images/photos/15/3940.JPG,Specimen,431,2017-08-20 06:21:29 UTC,2017-08-20 06:21:30 UTC,"strict, angles adjusted",431,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis sp4,,,-33.79708611,151.1351917,5,50.58929465,"Blenheim Park, North Ryde, NSW",16:44,22,2,2017,Jim,102,Golden-bum with gold gaster and mesosoma,1,8.4,,,,"Gaster almost looked red in sunlight.
Frozen 22-Feb-2017
Pickled in 96% ethanol 1-Mar-2017",,,,In collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,713,../data/outline1cb01ad95271.JPG,Polyrhachis sp4,431,model,Outline,Dry,Photo 701,Canon EOS 7D,NA,photo,http://localhost/images/photos/2/713.JPG,Specimen,431,2017-02-22 22:36:28 UTC,2017-02-22 22:36:30 UTC,strict with interpolation,431,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Polyrhachis,Species,Polyrhachis sp4,,,-33.79708611,151.1351917,5,50.58929465,"Blenheim Park, North Ryde, NSW",16:44,22,2,2017,Jim,102,Golden-bum with gold gaster and mesosoma,1,8.4,,,,"Gaster almost looked red in sunlight.
Frozen 22-Feb-2017
Pickled in 96% ethanol 1-Mar-2017",,,,In collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3876,../data/outline1cb0653f554d.JPG,Reduviid1 sp1,490,mimic,Outline,Alive,Photo 997,,NA,photo,http://localhost/images/photos/15/3876.JPG,Specimen,490,2017-08-17 12:19:59 UTC,2017-08-17 12:20:01 UTC,strict,490,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,Reduviid1,Species,Reduviid1 sp1,,,-15.774375,144.3819722,5,396.9470199,"Qld, Quinkan Bush Blitz site B1",10:38,14,3,2017,Jim,127,Ant-mimic bug,1,2.6,,Early instar,,Pickled in 96% ethanol 29-Mar-2017.,Ryan,Ant mimic bug,,In collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
