angle,outlineId,file,species,specimenId,mimicType,ptype,state,source,camera,rating,ftype,url,imageabletype,imageableid,created_at,updated_at,photoDescription,id,kingdom,phylum,class,order,family,genus,taxonRank,scientificName,scientificNameAuthorship,vernacularName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,locationRemarks,time,day,month,year,recordedBy,siteId,description,individualCount,bodylength,sex,lifeStage,form,notes,idconfidence,other,ref,disposition,numphotos,Unique.ID,Unique.qualifier,Species,Ant.mimic.,Potential.Source.for.image,Image.found,Aspect,Sex,Notes,Done.,File,File.exists.,Adjustments..angle.adjustments..interpolation.,Notes.1
Dorsal,MCZ16734-,../data/MCZ16734_dorsal.jpg,Aetius nocturnus,MCZ16734,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ16734,,Aetius nocturnus,Yes,Michael's images,Aetius_sp_dorsal_X50_photoshop2,Dorsal,Male,Photo,Yes,MCZ16734_dorsal.jpg,,,Specimen stored in ethanol; some deformation of opisthosoma
Lateral,MCZ16734-,../data/MCZ16734_lateral_angle_adjust.jpg,Aetius nocturnus,MCZ16734,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ16734,,Aetius nocturnus,Yes,Michael's images,Aetius_sp_lateral_X50_photoshop3,Lateral,Male,Photo,Yes,MCZ16734_lateral_angle_adjust.jpg,,Angle adjusted,Specimen stored in ethanol; some deformation of opisthosoma
Dorsal,1119,../data/outline1cb04f2f77d6.JPG,Alydid2 sp1,446,non-mimic,Outline,Alive,Photo 792,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1119.JPG,Specimen,446,2017-03-24 05:02:44 UTC,2017-08-20 07:29:15 UTC,strict,446,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Alydid2,Species,Alydid2 sp1,,,-15.77431111,144.3817139,500,385.2657343,"Qld, Quinkan Bush Blitz site B7",13:09,8,3,2017,Ryan Shofner,115,Ant-mimic bug,1,11.4,,5th instar,,,,,BBQKN17 L6 Hsweep,Shofner collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1120,../data/outline1cb07ec3bc7.JPG,Alydid2 sp1,446,non-mimic,Outline,Alive,Photo 794,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1120.JPG,Specimen,446,2017-03-24 05:06:50 UTC,2017-08-20 07:29:23 UTC,strict,446,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Alydid2,Species,Alydid2 sp1,,,-15.77431111,144.3817139,500,385.2657343,"Qld, Quinkan Bush Blitz site B7",13:09,8,3,2017,Ryan Shofner,115,Ant-mimic bug,1,11.4,,5th instar,,,,,BBQKN17 L6 Hsweep,Shofner collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,1121,../data/outline1cb064961976.JPG,Alydid2 sp1,446,non-mimic,Outline,Alive,Photo 793,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1121.JPG,Specimen,446,2017-03-24 05:12:32 UTC,2017-08-20 07:29:29 UTC,strict,446,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Alydid2,Species,Alydid2 sp1,,,-15.77431111,144.3817139,500,385.2657343,"Qld, Quinkan Bush Blitz site B7",13:09,8,3,2017,Ryan Shofner,115,Ant-mimic bug,1,11.4,,5th instar,,,,,BBQKN17 L6 Hsweep,Shofner collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,1122,../data/outline1cb01427efc.JPG,Alydid2 sp1,446,non-mimic,Outline,Alive,Photo 795,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1122.JPG,Specimen,446,2017-03-24 05:16:57 UTC,2017-08-20 07:29:35 UTC,strict,446,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Alydid2,Species,Alydid2 sp1,,,-15.77431111,144.3817139,500,385.2657343,"Qld, Quinkan Bush Blitz site B7",13:09,8,3,2017,Ryan Shofner,115,Ant-mimic bug,1,11.4,,5th instar,,,,,BBQKN17 L6 Hsweep,Shofner collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1127,../data/outline1cb013d45bf6.JPG,Alydid3 sp1,444,mimic,Outline,Alive,Photo 786,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1127.JPG,Specimen,444,2017-03-24 05:50:24 UTC,2017-03-24 05:50:27 UTC,strict,444,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Alydid3,Species,Alydid3 sp1,,,-15.77431111,144.3817139,500,385.2657343,"Qld, Quinkan Bush Blitz site B7",13:09,8,3,2017,Ryan Shofner,115,Ant-mimic bug,1,13.6,,5th instar,,,,Ant mimic bug,BBQKN17 L6 Sweep,Shofner collection,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1129,../data/outline1cb0b322c87.JPG,Alydid3 sp1,444,mimic,Outline,Alive,Photo 787,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1129.JPG,Specimen,444,2017-03-24 05:57:57 UTC,2017-08-20 07:28:43 UTC,strict,444,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Alydid3,Species,Alydid3 sp1,,,-15.77431111,144.3817139,500,385.2657343,"Qld, Quinkan Bush Blitz site B7",13:09,8,3,2017,Ryan Shofner,115,Ant-mimic bug,1,13.6,,5th instar,,,,Ant mimic bug,BBQKN17 L6 Sweep,Shofner collection,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,1123,../data/outline1cb03fe49a9.JPG,Alydid3 sp1,444,mimic,Outline,Alive,Photo 784,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1123.JPG,Specimen,444,2017-03-24 05:27:51 UTC,2017-03-24 05:41:51 UTC,strict,444,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Alydid3,Species,Alydid3 sp1,,,-15.77431111,144.3817139,500,385.2657343,"Qld, Quinkan Bush Blitz site B7",13:09,8,3,2017,Ryan Shofner,115,Ant-mimic bug,1,13.6,,5th instar,,,,Ant mimic bug,BBQKN17 L6 Sweep,Shofner collection,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,1125,../data/outline1cb05f922604.JPG,Alydid3 sp1,444,mimic,Outline,Alive,Photo 785,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1125.JPG,Specimen,444,2017-03-24 05:42:12 UTC,2017-03-24 05:42:15 UTC,strict,444,Animalia,Arthropoda,Insecta,Hemiptera,Alydidae,Alydid3,Species,Alydid3 sp1,,,-15.77431111,144.3817139,500,385.2657343,"Qld, Quinkan Bush Blitz site B7",13:09,8,3,2017,Ryan Shofner,115,Ant-mimic bug,1,13.6,,5th instar,,,,Ant mimic bug,BBQKN17 L6 Sweep,Shofner collection,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1058,../data/outline1cb05f64d1d.JPG,Amyciaea albomaculata,502,mimic,Outline,Alive,Photo 1050,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1058.JPG,Specimen,502,2017-03-21 01:39:20 UTC,2017-03-21 01:39:22 UTC,strict,502,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea albomaculata,"(O.P.-Cambridge, 1874)",,-15.77786944,144.3720389,10,296.421875,"Qld, rainforest gully near Quinkan Bush Blitz site B1",13:23,14,3,2017,Jim,129,Green ant mimicking spider,1,4.4,,,,,2,Ant-mimic spider,JMQK75,QM collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3766,../data/outline1cb0250d254b.JPG,Amyciaea albomaculata,503,mimic,Outline,Alive,Photo 1063,,NA,photo,http://localhost/images/photos/15/3766.JPG,Specimen,503,2017-08-13 13:28:26 UTC,2017-08-13 13:28:30 UTC,strict,503,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea albomaculata,"(O.P.-Cambridge, 1874)",,-15.77786944,144.3720389,10,296.421875,"Qld, rainforest gully near Quinkan Bush Blitz site B1",13:23,14,3,2017,Jim,129,Green ant mimicking spider,1,5.3,,,,,2,Ant-mimic spider,JMQK76,QM collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3767,../data/outline1cb061fb5a57.JPG,Amyciaea albomaculata,503,mimic,Outline,Alive,Photo 1064,,NA,photo,http://localhost/images/photos/15/3767.JPG,Specimen,503,2017-08-13 13:38:09 UTC,2017-08-13 13:38:13 UTC,strict,503,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea albomaculata,"(O.P.-Cambridge, 1874)",,-15.77786944,144.3720389,10,296.421875,"Qld, rainforest gully near Quinkan Bush Blitz site B1",13:23,14,3,2017,Jim,129,Green ant mimicking spider,1,5.3,,,,,2,Ant-mimic spider,JMQK76,QM collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3770,../data/outline1cb02f0662c7.JPG,Amyciaea albomaculata,499,mimic,Outline,Alive,Photo 1037,,NA,photo,http://localhost/images/photos/15/3770.JPG,Specimen,499,2017-08-13 14:07:49 UTC,2017-08-13 14:07:54 UTC,strict,499,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea albomaculata,"(O.P.-Cambridge, 1874)",,-15.77786944,144.3720389,10,296.421875,"Qld, rainforest gully near Quinkan Bush Blitz site B1",13:23,14,3,2017,Jim,129,Green ant mimicking spider,1,4.5,,,,,2,Ant-mimic spider,JMQK73,QM collection,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3771,../data/outline1cb048735c23.JPG,Amyciaea albomaculata,499,mimic,Outline,Alive,Photo 1038,,NA,photo,http://localhost/images/photos/15/3771.JPG,Specimen,499,2017-08-13 14:15:20 UTC,2017-08-13 14:15:24 UTC,strict,499,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea albomaculata,"(O.P.-Cambridge, 1874)",,-15.77786944,144.3720389,10,296.421875,"Qld, rainforest gully near Quinkan Bush Blitz site B1",13:23,14,3,2017,Jim,129,Green ant mimicking spider,1,4.5,,,,,2,Ant-mimic spider,JMQK73,QM collection,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,568,../data/outline1cb0612d25c1.JPG,Amyciaea albomaculata,399,mimic,Outline,Alive,Photo 525,Canon EOS 7D,NA,photo,http://localhost/images/photos/2/568.JPG,Specimen,399,2017-02-01 23:24:11 UTC,2017-02-01 23:24:12 UTC,strict,399,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea albomaculata,"(O.P.-Cambridge, 1874)",,NA,NA,NA,NA,Purchased spiders,0:00,18,1,2017,,91,Green ant mimicking spider,1,4.8,,,,"Purchased spider. 
Died 20-Jan-2017. 
Pickled in 96% ethanol",,Ant mimic,,Cassis collection,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,585,../data/outline1cb06bfb5853.JPG,Amyciaea albomaculata,398,mimic,Outline,Alive,Photo 521,Canon EOS 7D,NA,photo,http://localhost/images/photos/2/585.JPG,Specimen,398,2017-02-02 12:28:49 UTC,2017-02-02 12:28:50 UTC,strict,398,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea albomaculata,"(O.P.-Cambridge, 1874)",,NA,NA,NA,NA,Purchased spiders,0:00,18,1,2017,,91,Green ant mimicking spider,1,5.3,,,,Purchased spider,,Ant-mimic spider,,Cassis collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3768,../data/outline1cb01ce644fb.JPG,Amyciaea albomaculata,503,mimic,Outline,Alive,Photo 1067,,NA,photo,http://localhost/images/photos/15/3768.JPG,Specimen,503,2017-08-13 13:45:42 UTC,2017-08-13 13:46:32 UTC,strict with interpolation,503,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea albomaculata,"(O.P.-Cambridge, 1874)",,-15.77786944,144.3720389,10,296.421875,"Qld, rainforest gully near Quinkan Bush Blitz site B1",13:23,14,3,2017,Jim,129,Green ant mimicking spider,1,5.3,,,,,2,Ant-mimic spider,JMQK76,QM collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3769,../data/outline1cb05abf651.JPG,Amyciaea albomaculata,503,mimic,Outline,Alive,Photo 1066,,NA,photo,http://localhost/images/photos/15/3769.JPG,Specimen,503,2017-08-13 13:58:34 UTC,2017-08-13 13:59:14 UTC,strict with interpolation,503,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea albomaculata,"(O.P.-Cambridge, 1874)",,-15.77786944,144.3720389,10,296.421875,"Qld, rainforest gully near Quinkan Bush Blitz site B1",13:23,14,3,2017,Jim,129,Green ant mimicking spider,1,5.3,,,,,2,Ant-mimic spider,JMQK76,QM collection,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3772,../data/outline1cb035956cfe.JPG,Amyciaea albomaculata,499,mimic,Outline,Alive,Photo 1039,,NA,photo,http://localhost/images/photos/15/3772.JPG,Specimen,499,2017-08-13 14:25:20 UTC,2017-08-13 14:26:05 UTC,strict with interpolation,499,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea albomaculata,"(O.P.-Cambridge, 1874)",,-15.77786944,144.3720389,10,296.421875,"Qld, rainforest gully near Quinkan Bush Blitz site B1",13:23,14,3,2017,Jim,129,Green ant mimicking spider,1,4.5,,,,,2,Ant-mimic spider,JMQK73,QM collection,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,567,../data/outline1cb056766dbd.JPG,Amyciaea albomaculata,399,mimic,Outline,Alive,Photo 527,Canon EOS 7D,NA,photo,http://localhost/images/photos/2/567.JPG,Specimen,399,2017-02-01 23:13:20 UTC,2017-02-01 23:13:22 UTC,strict,399,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea albomaculata,"(O.P.-Cambridge, 1874)",,NA,NA,NA,NA,Purchased spiders,0:00,18,1,2017,,91,Green ant mimicking spider,1,4.8,,,,"Purchased spider. 
Died 20-Jan-2017. 
Pickled in 96% ethanol",,Ant mimic,,Cassis collection,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,583,../data/outline1cb026f77dc1.JPG,Amyciaea albomaculata,398,mimic,Outline,Alive,Photo 518,Canon EOS 7D,NA,photo,http://localhost/images/photos/2/583.JPG,Specimen,398,2017-02-02 12:24:15 UTC,2017-02-02 12:24:17 UTC,strict,398,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea albomaculata,"(O.P.-Cambridge, 1874)",,NA,NA,NA,NA,Purchased spiders,0:00,18,1,2017,,91,Green ant mimicking spider,1,5.3,,,,Purchased spider,,Ant-mimic spider,,Cassis collection,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1427,../data/outline1cb0595d467d.jpg,Amyciaea sp1,559,mimic,Outline,Pickled,Photo 1353,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1427.jpg,Specimen,559,2017-04-19 01:10:39 UTC,2017-04-19 01:10:47 UTC,strict with interpolation,559,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea sp1,,,-13.15,130.7666667,1000,NA,"Litchfield NP, NT",0:00,19,5,1999,"Gray, Milledge & Smith",148,,1,2.5,,,,,Aus museum,Ant-mimic spider,KS.64179,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1431,../data/outline1cb0612166ab.jpg,Amyciaea sp1,558,mimic,Outline,Pickled,Photo 1352,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1431.jpg,Specimen,558,2017-04-19 01:47:59 UTC,2017-04-19 01:48:01 UTC,strict with interpolation,558,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea sp1,,,-13.15,130.7666667,1000,NA,"Litchfield NP, NT",0:00,19,5,1999,"Gray, Milledge & Smith",148,,1,NA,,,,,Aus museum,Ant-mimic spider,KS.64179,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1432,../data/outline1cb0f786177.jpg,Amyciaea sp1,557,mimic,Outline,Pickled,Photo 1349,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1432.jpg,Specimen,557,2017-04-19 01:51:41 UTC,2017-04-19 01:51:43 UTC,strict with interpolation,557,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea sp1,,,-13.15,130.7666667,1000,NA,"Litchfield NP, NT",0:00,19,5,1999,"Gray, Milledge & Smith",148,,1,4.1,,,,,Aus museum,Ant-mimic spider,KS.64179,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1433,../data/outline1cb0337146fe.jpg,Amyciaea sp1,556,mimic,Outline,Pickled,Photo 1348,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1433.jpg,Specimen,556,2017-04-19 01:55:01 UTC,2017-04-19 01:55:03 UTC,strict with interpolation,556,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea sp1,,,-13.15,130.7666667,1000,NA,"Litchfield NP, NT",0:00,19,5,1999,"Gray, Milledge & Smith",148,,1,NA,,,,,Aus museum,Ant-mimic spider,KS.64179,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1434,../data/outline1cb0df82cd8.jpg,Amyciaea sp1,555,mimic,Outline,Pickled,Photo 1345,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1434.jpg,Specimen,555,2017-04-19 01:58:37 UTC,2017-04-19 01:58:39 UTC,strict with interpolation,555,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea sp1,,,-13.15,130.7666667,1000,NA,"Litchfield NP, NT",0:00,19,5,1999,"Gray, Milledge & Smith",148,,1,4,,,,,Aus museum,Ant-mimic spider,KS.64179,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1435,../data/outline1cb03a532bc7.jpg,Amyciaea sp1,554,mimic,Outline,Pickled,Photo 1344,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1435.jpg,Specimen,554,2017-04-19 02:02:20 UTC,2017-04-19 02:02:21 UTC,strict with interpolation,554,Animalia,Arthropoda,Arachnida,Araneae,Thomisidae,Amyciaea,Species,Amyciaea sp1,,,-13.15,130.7666667,1000,NA,"Litchfield NP, NT",0:00,19,5,1999,"Gray, Milledge & Smith",148,,1,5.3,,,,,Aus museum,Ant-mimic spider,KS.64179,AM collection,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3888,../data/outline1cb069b45317.JPG,Apricia jovialis,605,non-mimic,Outline,Alive,Photo 1612,,NA,photo,http://localhost/images/photos/15/3888.JPG,Specimen,605,2017-08-17 13:03:54 UTC,2017-08-17 13:03:57 UTC,strict,605,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Apricia,Species,Apricia jovialis,"(L. Koch, 1879)",Jovial jumper,-33.76945556,151.1133472,100,NA,"MQ campus, Sydney, NSW",0:00,2,5,2017,Louis O'Neill,163,Golden bum ant mimicking jumper,1,5,,Juvenile,,"Pickled in 96% ethanol, 15-May-2017.",,,,Michael Kelly,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3889,../data/outline1cb0133bbbc.JPG,Apricia jovialis,605,non-mimic,Outline,Alive,Photo 1613,,NA,photo,http://localhost/images/photos/15/3889.JPG,Specimen,605,2017-08-17 13:16:51 UTC,2017-08-17 13:16:53 UTC,strict,605,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Apricia,Species,Apricia jovialis,"(L. Koch, 1879)",Jovial jumper,-33.76945556,151.1133472,100,NA,"MQ campus, Sydney, NSW",0:00,2,5,2017,Louis O'Neill,163,Golden bum ant mimicking jumper,1,5,,Juvenile,,"Pickled in 96% ethanol, 15-May-2017.",,,,Michael Kelly,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,637,../data/outline1cb0cc21406.JPG,Apricia jovialis,426,mimic,Outline,Alive,Photo 635,Canon EOS 7D,NA,photo,http://localhost/images/photos/2/637.JPG,Specimen,426,2017-02-10 03:38:36 UTC,2017-02-10 03:38:38 UTC,strict,426,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Apricia,Species,Apricia jovialis,"(L. Koch, 1879)",Jovial jumper,-33.71361111,149.9714361,10,1056.721519,"Duckmaloi, NSW",11:07,9,2,2017,,100,Black jumper with gold bum and red legs,1,7.4,,,,"May be a mimic - colouration is similar to Dolichoderus scabridus.
14 Feb 2017 knocked out with CO2, pickled in 96% ethanol.",2,Ant-mimic spider,,Michael Kelly,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,641,../data/outline1cb027f066b1.JPG,Apricia jovialis,426,mimic,Outline,Alive,Photo 632,Canon EOS 7D,NA,photo,http://localhost/images/photos/2/641.JPG,Specimen,426,2017-02-10 03:55:43 UTC,2017-02-10 03:55:44 UTC,"strict, angles adjusted",426,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Apricia,Species,Apricia jovialis,"(L. Koch, 1879)",Jovial jumper,-33.71361111,149.9714361,10,1056.721519,"Duckmaloi, NSW",11:07,9,2,2017,,100,Black jumper with gold bum and red legs,1,7.4,,,,"May be a mimic - colouration is similar to Dolichoderus scabridus.
14 Feb 2017 knocked out with CO2, pickled in 96% ethanol.",2,Ant-mimic spider,,Michael Kelly,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3890,../data/outline1cb05883166a.JPG,Apricia jovialis,605,non-mimic,Outline,Alive,Photo 1614,,NA,photo,http://localhost/images/photos/15/3890.JPG,Specimen,605,2017-08-17 13:27:42 UTC,2017-08-17 13:27:46 UTC,strict with interpolation,605,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Apricia,Species,Apricia jovialis,"(L. Koch, 1879)",Jovial jumper,-33.76945556,151.1133472,100,NA,"MQ campus, Sydney, NSW",0:00,2,5,2017,Louis O'Neill,163,Golden bum ant mimicking jumper,1,5,,Juvenile,,"Pickled in 96% ethanol, 15-May-2017.",,,,Michael Kelly,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3891,../data/outline1cb0643c253b.JPG,Apricia jovialis,605,non-mimic,Outline,Alive,Photo 1615,,NA,photo,http://localhost/images/photos/15/3891.JPG,Specimen,605,2017-08-17 13:37:26 UTC,2017-08-17 13:37:29 UTC,strict with interpolation,605,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Apricia,Species,Apricia jovialis,"(L. Koch, 1879)",Jovial jumper,-33.76945556,151.1133472,100,NA,"MQ campus, Sydney, NSW",0:00,2,5,2017,Louis O'Neill,163,Golden bum ant mimicking jumper,1,5,,Juvenile,,"Pickled in 96% ethanol, 15-May-2017.",,,,Michael Kelly,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,640,../data/outline1cb0189d3481.JPG,Apricia jovialis,426,mimic,Outline,Alive,Photo 631,Canon EOS 7D,NA,photo,http://localhost/images/photos/2/640.JPG,Specimen,426,2017-02-10 03:46:59 UTC,2017-02-10 03:47:01 UTC,strict,426,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Apricia,Species,Apricia jovialis,"(L. Koch, 1879)",Jovial jumper,-33.71361111,149.9714361,10,1056.721519,"Duckmaloi, NSW",11:07,9,2,2017,,100,Black jumper with gold bum and red legs,1,7.4,,,,"May be a mimic - colouration is similar to Dolichoderus scabridus.
14 Feb 2017 knocked out with CO2, pickled in 96% ethanol.",2,Ant-mimic spider,,Michael Kelly,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,672,../data/outline1cb07c2851af.JPG,Apricia jovialis,426,mimic,Outline,Alive,Photo 636,Canon EOS 7D,NA,photo,http://localhost/images/photos/2/672.JPG,Specimen,426,2017-02-15 22:26:06 UTC,2017-08-20 07:35:36 UTC,strict,426,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Apricia,Species,Apricia jovialis,"(L. Koch, 1879)",Jovial jumper,-33.71361111,149.9714361,10,1056.721519,"Duckmaloi, NSW",11:07,9,2,2017,,100,Black jumper with gold bum and red legs,1,7.4,,,,"May be a mimic - colouration is similar to Dolichoderus scabridus.
14 Feb 2017 knocked out with CO2, pickled in 96% ethanol.",2,Ant-mimic spider,,Michael Kelly,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,373,../data/outline1cb0b70200b.jpg,Araneae10 sp1,270,non-mimic,Outline,Dry,Photo 250,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/373.jpg,Specimen,270,2017-01-06 03:44:55 UTC,2017-01-06 03:44:56 UTC,strict,270,Animalia,Arthropoda,Arachnida,Araneae,,Araneae10,Species,Araneae10 sp1,,,-33.77091944,151.1141361,10,75.6,PF6-7,15:45,19,10,2016,Jim,55,Red legged spider,1,10,,,,,,,51-4,,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2305,../data/outline1cb077b15334.jpg,Araneae11 sp1,250,non-mimic,Outline,Dry,Photo 227,,NA,photo,http://localhost/images/photos/9/2305.jpg,Specimen,250,2017-06-04 13:30:25 UTC,2017-06-04 13:30:37 UTC,strict,250,Animalia,Arthropoda,Arachnida,Araneae,,Araneae11,Species,Araneae11 sp1,,,-33.77119722,151.1134806,10,55.7,PF2-3,14:21,19,10,2016,Jim,51,Small spider,1,3.2,,,,,,,47-2,,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
